Test started at 2026-07-29 09:05:53.949911,,,,,,,,,,,,,,,,,,
Input voltage = 0.005,,,,,,,,,,,,,,,,,,
Running at a PLC of 1,,,,,,,,,,,,,,,,,,
GE1, GE2, GE3, ratio12, ratio13, ratio23, diff1, diff2, diff3, r11, r12, r21, r22, r31, r32,,,,
-1.97E-05,-1.36E-05,6.07E-06,0.999980287,0.999986355,1.000006068,0.991726558,0.991746108,0.99174009,0.495940673,-0.495785885,0.495955718,-0.49579039,0.495944601,-0.495795489,,,,
-8.61E-06,-1.29E-05,-4.28E-06,0.99999139,0.999987112,0.999995722,0.991730835,0.991739374,0.991743617,0.49594306,-0.495787775,0.495947073,-0.495792301,0.495946694,-0.495796923,,,,
-7.50E-06,1.82E-05,2.57E-05,0.9999925,1.000018233,1.000025733,0.991765836,0.991773274,0.991747753,0.495946463,-0.495819373,0.495950517,-0.495822757,0.495950679,-0.495797074,,,,
-2.91E-05,-1.30E-05,1.62E-05,0.999970882,0.999987039,1.000016157,0.991737426,0.991766304,0.99175028,0.49594894,-0.495788486,0.495951083,-0.495815221,0.495953049,-0.495797231,,,,
-3.84E-05,-1.50E-05,2.34E-05,0.99996155,0.999984999,1.00002345,0.991722899,0.991761032,0.991737776,0.495938824,-0.495784075,0.495943578,-0.495817454,0.495944833,-0.495792943,,,,
-8.33E-06,-1.31E-05,-4.75E-06,0.999991669,0.999986923,0.999995254,0.991725304,0.991733566,0.991738273,0.49593884,-0.495786464,0.495942453,-0.495791113,0.49594334,-0.495794933,,,,
-7.82E-06,-3.67E-05,-2.88E-05,0.999992175,0.999963347,0.999971172,0.991730311,0.991738071,0.991766662,0.495943113,-0.495787198,0.495947769,-0.495790302,0.495947022,-0.49581964,,,,
-7.39E-06,-1.34E-05,-6.02E-06,0.99999261,0.999986589,0.999993979,0.991726565,0.991733894,0.991739865,0.495938028,-0.495788537,0.495941112,-0.495792782,0.495941178,-0.495798687,,,,
-5.62E-06,-9.64E-06,-4.02E-06,0.999994377,0.999990355,0.999995979,0.991735797,0.991741374,0.991745362,0.495937804,-0.495797993,0.495939783,-0.495801591,0.495939787,-0.495805575,,,,
1.66E-06,-3.42E-06,-5.08E-06,1.000001657,0.999996577,0.99999492,0.991741637,0.991739994,0.991745032,0.49594903,-0.495792607,0.495942339,-0.495797655,0.49594294,-0.495802092,,,,
7.60E-07,-6.12E-06,-6.88E-06,1.00000076,0.999993881,0.999993121,0.991738989,0.991738235,0.991745057,0.49594689,-0.495792099,0.495941225,-0.49579701,0.49594309,-0.495801967,,,,
7.26E-08,-6.79E-06,-6.86E-06,1.000000073,0.999993213,0.99999314,0.991739738,0.991739666,0.991746469,0.495949596,-0.495790142,0.495944605,-0.495795061,0.495945863,-0.495800606,,,,
2.52E-05,2.04E-05,-4.75E-06,1.000025187,1.000020442,0.999995255,0.991772088,0.991747109,0.991751815,0.495948661,-0.495823427,0.495946061,-0.495801048,0.495945638,-0.495806177,,,,
-6.95E-06,-1.24E-05,-5.42E-06,0.999993049,0.999987633,0.999994584,0.99173711,0.991744004,0.991749375,0.495940583,-0.495796527,0.495944565,-0.495799439,0.49594468,-0.495804695,,,,
2.07E-06,-4.63E-06,-6.70E-06,1.00000207,0.999995375,0.999993305,0.991745112,0.991743059,0.991749699,0.495950127,-0.495794985,0.495944427,-0.495798632,0.495945814,-0.495803885,,,,
-7.23E-06,-3.82E-06,3.41E-06,0.999992772,0.999996177,1.000003405,0.991753393,0.991760561,0.991757184,0.495954643,-0.49579875,0.495958438,-0.495802123,0.495949672,-0.495807512,,,,
1.94E-06,-3.43E-06,-5.37E-06,1.000001936,0.99999657,0.999994634,0.99174037,0.99173845,0.991743772,0.495945664,-0.495794706,0.495938225,-0.495800225,0.495938454,-0.495805318,,,,
1.44E-06,-2.51E-06,-3.96E-06,1.000001444,0.999997488,0.999996044,0.991748046,0.991746614,0.991750537,0.495948827,-0.495799219,0.4959423,-0.495804314,0.495942187,-0.49580835,,,,
-1.18E-06,-7.51E-06,-6.33E-06,0.999998824,0.99999249,0.999993666,0.991749485,0.991750651,0.991756933,0.49594569,-0.495803795,0.495943453,-0.495807198,0.495944831,-0.495812102,,,,
-3.15E-05,-1.01E-05,2.15E-05,0.999968464,0.999989948,1.000021485,0.991750445,0.991781722,0.991760414,0.49594502,-0.495805425,0.495946514,-0.495835208,0.495946671,-0.495813743,,,,
-8.22E-06,-1.14E-05,-3.19E-06,0.999991784,0.999988591,0.999996807,0.991732988,0.991741136,0.991744303,0.495941747,-0.495791241,0.495944732,-0.495796404,0.495944,-0.495800303,,,,
-2.69E-05,-1.38E-05,1.31E-05,0.999973082,0.999986203,1.000013121,0.991738234,0.99176493,0.991751917,0.495946322,-0.495791912,0.495940858,-0.495824072,0.495949346,-0.495802571,,,,
-3.13E-05,-1.21E-05,1.92E-05,0.999968659,0.999987897,1.000019239,0.991729552,0.991760635,0.991741555,0.495938778,-0.495790774,0.495941084,-0.495819551,0.495940972,-0.495800583,,,,
,,,,,,,,,,,,,,,,,,
Input voltage = 0.5,,,,,,,,,,,,,,,,,,
Running at a PLC of 10,,,,,,,,,,,,,,,,,,
GE1, GE2, GE3, ratio12, ratio13, ratio23, diff1, diff2, diff3, r11, r12, r21, r22, r31, r32,,,,
-1.58E-06,-6.03E-06,-4.45E-06,0.999998421,0.999993975,0.999995554,0.9918105,0.991812066,0.991816476,0.495968516,-0.495841984,0.495972138,-0.495839928,0.49597193,-0.495844546,Average,0.00%,0.00%,0.00%
-1.22E-06,-5.88E-06,-4.66E-06,0.999998781,0.999994123,0.999995342,0.991806881,0.99180809,0.99181271,0.495959297,-0.495847584,0.495961686,-0.495846404,0.495961809,-0.495850901,Max,0.00%,0.00%,0.00%
3.35E-07,-3.60E-06,-3.93E-06,1.000000335,0.999996404,0.999996069,0.991807881,0.991807549,0.991811448,0.49595932,-0.495848561,0.495961184,-0.495846365,0.495961076,-0.495850372,Min,0.00%,0.00%,0.00%
-9.28E-08,-4.27E-06,-4.18E-06,0.999999907,0.999995731,0.999995824,0.991804,0.991804092,0.991808234,0.495953881,-0.495850119,0.495955567,-0.495848525,0.495955648,-0.495852586,Spread,0.00%,0.00%,0.00%
1.20E-06,-3.38E-06,-4.58E-06,1.000001202,0.999996617,0.999995415,0.991806468,0.991805276,0.991809823,0.495954966,-0.495851502,0.495956438,-0.495848838,0.49595667,-0.495853153,,,,
-3.99E-06,-8.84E-06,-4.85E-06,0.999996013,0.99999116,0.999995146,0.99179806,0.991802014,0.991806828,0.495952488,-0.495845572,0.495953883,-0.495848131,0.495954058,-0.49585277,,,,
-7.04E-06,-1.35E-05,-6.50E-06,0.999992964,0.999986465,0.999993501,0.99179375,0.991800728,0.991807174,0.495954443,-0.495839307,0.495958149,-0.495842579,0.495960111,-0.495847063,,,,
-7.10E-06,-1.13E-05,-4.20E-06,0.999992904,0.999988699,0.999995796,0.991795191,0.991802229,0.991806399,0.495953235,-0.495841956,0.495957223,-0.495845006,0.495956848,-0.495849551,,,,
3.22E-07,-3.67E-06,-3.99E-06,1.000000322,0.999996335,0.999996013,0.991810232,0.991809913,0.991813867,0.49596144,-0.495848792,0.495964079,-0.495845834,0.495963549,-0.495850318,,,,
1.28E-06,-3.13E-06,-4.41E-06,1.000001275,0.99999687,0.999995595,0.991806105,0.99180484,0.991809209,0.495955506,-0.495850599,0.495956895,-0.495847945,0.495956738,-0.495852471,,,,
2.32E-07,-4.09E-06,-4.32E-06,1.000000232,0.999995908,0.999995677,0.991805848,0.991805618,0.991809906,0.495954059,-0.495851789,0.495956658,-0.49584896,0.495956461,-0.495853445,,,,
-3.99E-06,-8.19E-06,-4.19E-06,0.999996007,0.999991814,0.999995807,0.991799391,0.991803351,0.99180751,0.495957792,-0.495841599,0.495958765,-0.495844586,0.495958272,-0.495849238,,,,
-8.36E-06,-1.24E-05,-4.08E-06,0.999991641,0.99998756,0.999995919,0.991796134,0.991804424,0.991808472,0.495955575,-0.495840559,0.495959428,-0.495844996,0.495958986,-0.495849486,,,,
-7.62E-06,-1.20E-05,-4.40E-06,0.99999238,0.999987976,0.999995596,0.991800184,0.991807742,0.99181211,0.495955403,-0.495844781,0.495959543,-0.495848199,0.495959163,-0.495852947,,,,
-8.26E-07,-1.26E-05,-1.17E-05,0.999999174,0.999987427,0.999988253,0.991805245,0.991806064,0.991817715,0.495954962,-0.495850283,0.495957562,-0.495848502,0.495959218,-0.495858497,,,,
1.02E-06,-3.16E-06,-4.18E-06,1.000001019,0.99999684,0.999995821,0.991805428,0.991804417,0.991808562,0.495957419,-0.495848009,0.495959405,-0.495845012,0.495959113,-0.495849449,,,,
-7.05E-06,-1.78E-05,-1.07E-05,0.999992946,0.999982231,0.999989284,0.991800491,0.991807487,0.991818115,0.495956107,-0.495844384,0.495960014,-0.495847473,0.495959734,-0.495858381,,,,
-7.15E-06,-1.87E-05,-1.16E-05,0.999992847,0.999981282,0.999988434,0.99180269,0.991809784,0.991821255,0.495958825,-0.495843865,0.495962453,-0.495847331,0.495964038,-0.495857217,,,,
-7.22E-06,-1.39E-05,-6.70E-06,0.999992785,0.999986087,0.999993302,0.991801322,0.991808478,0.991815121,0.495955595,-0.495845727,0.495959458,-0.49584902,0.495961445,-0.495853676,,,,
-6.80E-06,-1.14E-05,-4.59E-06,0.999993204,0.999988619,0.999995414,0.991799375,0.991806115,0.991810663,0.495954331,-0.495845044,0.495958255,-0.49584786,0.495958109,-0.495852554,,,,
-7.00E-06,-1.18E-05,-4.77E-06,0.999993005,0.99998824,0.999995235,0.99180081,0.991807748,0.991812474,0.495955454,-0.495845356,0.49595919,-0.495848558,0.495959429,-0.495853045,,,,
4.55E-07,-6.10E-06,-6.55E-06,1.000000455,0.999993901,0.999993446,0.991806046,0.991805595,0.991812095,0.495952574,-0.495853472,0.495954509,-0.495851086,0.495956455,-0.49585564,,,,
5.82E-07,-3.45E-06,-4.03E-06,1.000000582,0.99999655,0.999995968,0.991801536,0.991800959,0.991804958,0.495953008,-0.495848528,0.495954656,-0.495846303,0.495954339,-0.495850619,,,,
-5.53E-06,-1.01E-05,-4.62E-06,0.99999447,0.999989852,0.999995382,0.991792721,0.991798206,0.991802786,0.495947731,-0.49584499,0.495949793,-0.495848413,0.495949825,-0.495852961,,,,
-7.34E-06,-1.16E-05,-4.24E-06,0.999992664,0.999988419,0.999995755,0.991787473,0.991794749,0.991798959,0.49594736,-0.495840113,0.495951279,-0.49584347,0.495951178,-0.495847781,,,,
-1.35E-05,-1.86E-05,-5.10E-06,0.999986494,0.999981393,0.999994898,0.991795945,0.99180934,0.9918144,0.49595082,-0.495845125,0.495956427,-0.495852913,0.49595642,-0.49585798,,,,
-1.45E-05,-1.16E-05,2.83E-06,0.999985528,0.999988358,1.000002829,0.991796996,0.991811349,0.991808543,0.495952039,-0.495844957,0.495957742,-0.495853607,0.495955945,-0.495852598,,,,
-8.44E-06,-1.81E-05,-9.67E-06,0.99999156,0.999981893,0.999990333,0.991794239,0.99180261,0.991812198,0.495952395,-0.495841844,0.495957596,-0.495845014,0.495957877,-0.495854321,,,,
-6.52E-06,-1.32E-05,-6.64E-06,0.999993484,0.999986843,0.99999336,0.9918006,0.991807063,0.991813649,0.495950157,-0.495850443,0.495953515,-0.495853548,0.49595623,-0.495857419,,,,
-9.51E-07,-5.59E-06,-4.63E-06,0.999999049,0.999994414,0.999995365,0.991803111,0.991804054,0.991808651,0.495953413,-0.495849698,0.495957177,-0.495846877,0.495957084,-0.495851567,,,,
-7.07E-06,-1.10E-05,-3.92E-06,0.999992927,0.999989005,0.999996078,0.991799153,0.991806168,0.991810058,0.495954152,-0.495845001,0.4959575,-0.495848668,0.495957695,-0.495852363,,,,
-1.27E-07,-5.00E-06,-4.87E-06,0.999999873,0.999994999,0.999995126,0.991804412,0.991804538,0.991809372,0.495958326,-0.495846086,0.495959714,-0.495844824,0.495960156,-0.495849216,,,,
1.02E-06,-3.77E-06,-4.79E-06,1.000001017,0.999996225,0.999995208,0.99180084,0.991799831,0.991804584,0.495958962,-0.495841878,0.495960803,-0.495839028,0.495961004,-0.49584358,,,,
1.31E-06,-3.55E-06,-4.86E-06,1.000001314,0.999996452,0.999995138,0.991806287,0.991804984,0.991809806,0.495959913,-0.495846374,0.495961373,-0.495843611,0.495961943,-0.495847863,,,,
1.24E-06,-3.33E-06,-4.57E-06,1.000001237,0.999996671,0.999995434,0.991803911,0.991802684,0.991807213,0.495953311,-0.4958506,0.495954883,-0.495847801,0.495954909,-0.495852304,,,,
-1.19E-06,-5.22E-06,-4.03E-06,0.999998812,0.999994781,0.999995969,0.991804476,0.991805654,0.991809652,0.495955721,-0.495848755,0.495957087,-0.495848567,0.495956932,-0.49585272,,,,
7.47E-07,-3.41E-06,-4.16E-06,1.000000747,0.999996589,0.999995842,0.991805624,0.991804883,0.991809007,0.495958423,-0.495847201,0.495960407,-0.495844476,0.495960215,-0.495848792,,,,
6.35E-08,-4.05E-06,-4.11E-06,1.000000064,0.999995951,0.999995887,0.991806065,0.991806002,0.991810081,0.495956746,-0.495849319,0.495958473,-0.495847529,0.495958277,-0.495851804,,,,
-9.06E-06,-8.01E-06,1.05E-06,0.999990938,0.999991987,1.00000105,0.991803924,0.991812912,0.991811871,0.495958947,-0.495844977,0.495959226,-0.495853686,0.495959377,-0.495852494,,,,
-1.44E-05,-1.10E-05,3.43E-06,0.99998561,0.999989035,1.000003425,0.991806012,0.991820284,0.991816887,0.495957645,-0.495848367,0.495962927,-0.495857357,0.495960824,-0.495856063,,,,
,,,,,,,,,,,,,,,,,,
Input voltage = 0.5,,,,,,,,,,,,,,,,,,
Running at a PLC of 100,,,,,,,,,,,,,,,,,,
GE1, GE2, GE3, ratio12, ratio13, ratio23, diff1, diff2, diff3, r11, r12, r21, r22, r31, r32,,,,
-7.16E-06,-1.06E-05,-3.42E-06,0.999992836,0.999989412,0.999996576,0.991817492,0.991824597,0.991827993,0.495962506,-0.495854986,0.495965933,-0.495858664,0.49596615,-0.495861843,Average,0.00%,0.00%,0.00%
-7.25E-06,-1.13E-05,-4.02E-06,0.99999275,0.999988727,0.999995977,0.99181152,0.991818711,0.991822701,0.495960956,-0.495850564,0.495964491,-0.49585422,0.49596471,-0.495857991,Max,0.00%,0.00%,0.00%
-6.80E-06,-1.11E-05,-4.28E-06,0.999993203,0.999988923,0.99999572,0.991816296,0.991823037,0.991827282,0.495962653,-0.495853643,0.495966015,-0.495857022,0.495966334,-0.495860948,Min,0.00%,0.00%,0.00%
-6.39E-06,-1.02E-05,-3.86E-06,0.999993608,0.99998975,0.999996142,0.991819769,0.991826109,0.991829935,0.49595803,-0.495861739,0.495961229,-0.49586488,0.495961458,-0.495868477,Spread,0.00%,0.00%,0.00%
-6.79E-06,-1.12E-05,-4.42E-06,0.999993212,0.999988788,0.999995576,0.991813239,0.991819971,0.991824359,0.495956317,-0.495856922,0.495959652,-0.495860319,0.495960244,-0.495864115,,,,
-7.64E-06,-1.09E-05,-3.29E-06,0.999992355,0.999989069,0.999996713,0.991813013,0.991820595,0.991823855,0.495956438,-0.495856575,0.495959815,-0.49586078,0.495960079,-0.495863776,,,,
-6.86E-06,-1.18E-05,-4.92E-06,0.999993136,0.999988215,0.999995079,0.991815386,0.991822194,0.991827075,0.495962059,-0.495853327,0.495965556,-0.495856638,0.495966082,-0.495860993,,,,
-6.38E-06,-1.06E-05,-4.26E-06,0.999993619,0.999989356,0.999995737,0.991801538,0.991807867,0.991812095,0.495956766,-0.495844772,0.495959906,-0.495847961,0.495960323,-0.495851772,,,,
-6.22E-06,-1.03E-05,-4.04E-06,0.999993778,0.999989738,0.99999596,0.991815842,0.991822013,0.99182602,0.495964742,-0.4958511,0.495968358,-0.495853655,0.495968587,-0.495857433,,,,
-6.88E-06,-1.14E-05,-4.47E-06,0.999993121,0.999988649,0.999995528,0.991815744,0.991822567,0.991827002,0.495964989,-0.495850755,0.495968407,-0.49585416,0.495969157,-0.495857845,,,,
-6.82E-06,-1.09E-05,-4.07E-06,0.999993176,0.999989111,0.999995935,0.991808908,0.991815676,0.991819708,0.49595668,-0.495852228,0.495959994,-0.495855682,0.495960392,-0.495859316,,,,
-7.01E-06,-1.09E-05,-3.89E-06,0.999992991,0.999989099,0.999996108,0.991811186,0.991818138,0.991821998,0.495962684,-0.495848502,0.495966009,-0.495852129,0.495966418,-0.49585558,,,,
-7.07E-06,-1.12E-05,-4.08E-06,0.999992931,0.999988849,0.999995918,0.991813728,0.991820739,0.991824788,0.495956241,-0.495857487,0.495959677,-0.495861062,0.495959985,-0.495864803,,,,
-7.36E-06,-1.15E-05,-4.09E-06,0.999992637,0.999988547,0.999995911,0.991820777,0.99182808,0.991832136,0.495965989,-0.495854788,0.495969415,-0.495858665,0.495969681,-0.495862455,,,,
-7.35E-06,-1.12E-05,-3.84E-06,0.999992648,0.999988805,0.999996157,0.991821763,0.991829055,0.991832867,0.49596948,-0.495852283,0.495972938,-0.495856117,0.495973009,-0.495859858,,,,
-7.85E-06,-1.12E-05,-3.33E-06,0.999992155,0.999988829,0.999996674,0.991824124,0.991831905,0.991835204,0.495965244,-0.49585888,0.495968845,-0.49586306,0.495968851,-0.495866353,,,,
-7.07E-06,-1.10E-05,-3.94E-06,0.999992931,0.999988996,0.999996065,0.991821083,0.991828094,0.991831997,0.495957469,-0.495863614,0.495960977,-0.495867117,0.495961095,-0.495870902,,,,
-6.81E-06,-1.10E-05,-4.20E-06,0.999993187,0.999988985,0.999995798,0.991826647,0.991833404,0.991837572,0.495966511,-0.495860136,0.495969778,-0.495863626,0.495970207,-0.495867365,,,,
-6.39E-06,-1.03E-05,-3.95E-06,0.999993612,0.999989664,0.999996052,0.991822357,0.991828693,0.991832609,0.495964575,-0.495857782,0.495967933,-0.49586076,0.495968139,-0.49586447,,,,
-6.81E-06,-1.09E-05,-4.06E-06,0.999993194,0.999989139,0.999995945,0.991829379,0.991836129,0.991840151,0.495972832,-0.495856547,0.495976388,-0.495859741,0.495976376,-0.495863775,,,,
-6.89E-06,-1.16E-05,-4.71E-06,0.999993107,0.999988392,0.999995286,0.991825346,0.991832183,0.991836859,0.495967035,-0.495858311,0.495970604,-0.495861579,0.495970634,-0.495866225,,,,
-6.94E-06,-1.10E-05,-4.10E-06,0.999993061,0.999988962,0.999995901,0.991831184,0.991838066,0.991842132,0.49596794,-0.495863244,0.495971574,-0.495866492,0.495971513,-0.495870619,,,,
-6.97E-06,-1.13E-05,-4.29E-06,0.999993026,0.999988738,0.999995712,0.991822829,0.991829746,0.991833999,0.495959375,-0.495863454,0.495962979,-0.495866767,0.495962982,-0.495871017,,,,
-7.17E-06,-1.09E-05,-3.73E-06,0.999992825,0.999989091,0.999996266,0.991829274,0.99183639,0.991840094,0.49596779,-0.495861484,0.49597159,-0.4958648,0.49597139,-0.495868704,,,,
-7.27E-06,-1.12E-05,-3.96E-06,0.999992732,0.999988775,0.999996044,0.991834569,0.991841778,0.991845702,0.495970719,-0.49586385,0.495974004,-0.495867774,0.495974321,-0.495871381,,,,
-7.18E-06,-1.12E-05,-3.98E-06,0.999992821,0.99998884,0.999996019,0.991833725,0.991840845,0.991844794,0.495969249,-0.495864476,0.495972308,-0.495868537,0.495972713,-0.495872081,,,,
-7.73E-06,-1.11E-05,-3.41E-06,0.999992266,0.999988857,0.999996591,0.991833435,0.991841106,0.991844487,0.495969442,-0.495863993,0.495972631,-0.495868475,0.495972918,-0.495871569,,,,
-7.14E-06,-1.08E-05,-3.70E-06,0.999992856,0.999989157,0.999996301,0.991834608,0.991841694,0.991845363,0.495962922,-0.495871686,0.495965681,-0.495876013,0.495966178,-0.495879185,,,,
-6.29E-06,-1.07E-05,-4.37E-06,0.999993706,0.999989331,0.999995625,0.991833166,0.991839409,0.991843748,0.495968506,-0.49586466,0.495971226,-0.495868183,0.495971568,-0.49587218,,,,
-6.95E-06,-1.11E-05,-4.12E-06,0.999993045,0.999988924,0.999995878,0.991829233,0.991836131,0.991840219,0.495973142,-0.495856091,0.495976289,-0.495859842,0.495976515,-0.495863704,,,,
-7.66E-06,-1.17E-05,-4.04E-06,0.999992343,0.999988305,0.999995962,0.991833974,0.991841569,0.991845574,0.495974084,-0.49585989,0.495977329,-0.49586424,0.495977446,-0.495868128,,,,
-6.84E-06,-1.10E-05,-4.19E-06,0.999993158,0.999988973,0.999995815,0.991828887,0.991835673,0.991839824,0.495966888,-0.495861999,0.495969977,-0.495865696,0.495970265,-0.495869559,,,,
-7.29E-06,-1.10E-05,-3.70E-06,0.999992715,0.999989016,0.999996302,0.991835109,0.991842335,0.991846003,0.495971707,-0.495863402,0.495974379,-0.495867956,0.495974703,-0.4958713,,,,
-6.84E-06,-1.10E-05,-4.17E-06,0.999993157,0.999988985,0.999995828,0.991832145,0.991838932,0.99184307,0.495966221,-0.495865924,0.495968881,-0.495870051,0.495969414,-0.495873656,,,,
-7.02E-06,-1.10E-05,-4.00E-06,0.999992982,0.999988984,0.999996002,0.991832857,0.991839818,0.991843783,0.495971402,-0.495861455,0.495974215,-0.495865603,0.495974645,-0.495869138,,,,
-6.55E-06,-1.07E-05,-4.18E-06,0.999993451,0.999989266,0.999995816,0.991829731,0.991836227,0.991840377,0.495968662,-0.495861069,0.495971628,-0.495864599,0.495972073,-0.495868304,,,,
-7.11E-06,-1.07E-05,-3.58E-06,0.999992892,0.999989312,0.99999642,0.991826733,0.991833783,0.991837334,0.495969504,-0.495857229,0.495972379,-0.495861404,0.495972974,-0.49586436,,,,
-7.16E-06,-1.10E-05,-3.81E-06,0.999992839,0.999989025,0.999996186,0.99183668,0.991843783,0.991847566,0.495968341,-0.495868339,0.495971518,-0.495872265,0.495971896,-0.49587567,,,,
-7.30E-06,-1.10E-05,-3.72E-06,0.999992697,0.999988976,0.999996279,0.991829775,0.991837018,0.991840709,0.495968952,-0.495860823,0.495972289,-0.495864729,0.495972632,-0.495868077,,,,
-7.10E-06,-1.06E-05,-3.51E-06,0.999992904,0.999989393,0.999996489,0.99183366,0.991840698,0.99184418,0.495971978,-0.495861682,0.49597494,-0.495865758,0.495975672,-0.495868508,,,,
,,,,,,,,,,,,,,,,,,
Special case for Gain error across ranges,,,,,,,,,,,,,,,,,,
Input voltage = 0.005,,,,,,,,,,,,,,,,,,
Running at a PLC of 1,,,,,,,,,,,,,,,,,,
GE1, GE2, GE3, ratio12, ratio13, ratio23, diff1, diff2, diff3, r11, r12, r21, r22, r31, r32,Average,-0.01%,-0.02%,-0.01%
7.33E-05,7.22E-05,-1.12E-06,1.00007331,1.000072195,0.999998885,0.009802062,0.009801343,0.009801354,0.004947912,-0.00485415,0.004947665,-0.004853678,0.004945322,-0.004856032,Max,0.07%,0.05%,0.11%
-0.000166081,-0.000175789,-9.71E-06,0.999833919,0.999824211,0.999990291,0.009790141,0.009791767,0.009791862,0.004943543,-0.004846598,0.004943237,-0.004848531,0.004942181,-0.004849681,Min,-0.12%,-0.12%,-0.12%
-3.80E-05,-0.000157747,-0.000119735,0.999961984,0.999842253,0.999880265,0.009794469,0.009794841,0.009796014,0.004942334,-0.004852135,0.004941831,-0.00485301,0.004941092,-0.004854923,Spread,0.18%,0.17%,0.23%
-1.48E-05,5.94E-05,7.42E-05,0.999985195,1.00005943,1.000074236,0.009800722,0.009800867,0.00980014,0.004945505,-0.004855217,0.004943882,-0.004856986,0.004941475,-0.004858664,,,,
3.29E-05,-0.000137521,-0.000170442,1.000032927,0.999862479,0.999829558,0.009794048,0.009793725,0.009795395,0.00494578,-0.004848267,0.004944335,-0.00484939,0.004943701,-0.004851693,,,,
-0.000143419,-0.001238732,-0.001095471,0.999856581,0.998761268,0.998904529,0.00978917,0.009790575,0.009801312,0.004947275,-0.004841895,0.004947982,-0.004842593,0.00494589,-0.004855422,,,,
-0.000316888,0.000214553,0.00053161,0.999683112,1.000214553,1.00053161,0.009804647,0.009807755,0.009802544,0.004952446,-0.004852202,0.004952894,-0.004854862,0.004953922,-0.004848622,,,,
-0.000165168,-0.000123486,4.17E-05,0.999834832,0.999876514,1.000041689,0.009797351,0.00979897,0.009798561,0.004957108,-0.004840243,0.004957212,-0.004841758,0.004955357,-0.004843204,,,,
-0.000179981,-9.18E-08,0.000179922,0.999820019,0.999999908,1.000179922,0.009802191,0.009803955,0.009802192,0.004954608,-0.004847583,0.004955413,-0.004848542,0.004952354,-0.004849838,,,,
-9.00E-05,-0.000127447,-3.74E-05,0.999909958,0.999872553,0.999962592,0.009791794,0.009792676,0.009793042,0.004949419,-0.004842375,0.004947298,-0.004845378,0.004946142,-0.0048469,,,,
0.000110673,-6.18E-05,-0.000172427,1.000110673,0.999938228,0.999827573,0.00979667,0.009795586,0.009797275,0.00495086,-0.004845809,0.004949348,-0.004846238,0.004948915,-0.00484836,,,,
0.00019374,-0.000192473,-0.000386139,1.00019374,0.999807527,0.999613861,0.009795521,0.009793623,0.009797406,0.004947444,-0.004848076,0.004945828,-0.004847796,0.004945194,-0.004852213,,,,
0.000134098,-5.12E-05,-0.000185296,1.000134098,0.999948777,0.999814704,0.009793115,0.009791802,0.009793617,0.004945355,-0.00484776,0.00494464,-0.004847162,0.00494388,-0.004849736,,,,
-9.45E-05,1.94E-06,9.64E-05,0.999905503,1.000001937,1.000096444,0.009798383,0.009799309,0.009798364,0.004951928,-0.004846456,0.00495144,-0.00484787,0.004950025,-0.00484834,,,,
-3.42E-05,-0.000323607,-0.000289412,0.999965795,0.999676393,0.999710588,0.009793318,0.009793653,0.009796489,0.004948726,-0.004844592,0.004947679,-0.004845974,0.004948923,-0.004847566,,,,
-0.000323427,-0.000507192,-0.000183824,0.999676573,0.999492808,0.999816176,0.009800267,0.009803438,0.00980524,0.004952892,-0.004847375,0.00495316,-0.004850278,0.004953615,-0.004851625,,,,
-7.99E-05,-0.001063707,-0.000983922,0.999920136,0.998936293,0.999016078,0.00980136,0.009802143,0.009811797,0.004957082,-0.004844278,0.004956906,-0.004845237,0.004955937,-0.00485586,,,,
-0.000965335,-0.000112168,0.000853991,0.999034665,0.999887832,1.000853991,0.009799625,0.009809094,0.009800724,0.004957526,-0.004842099,0.004957045,-0.004852049,0.004955208,-0.004845516,,,,
3.55E-05,-0.000616502,-0.00065201,1.000035531,0.999383498,0.99934799,0.009805607,0.009805259,0.009811656,0.004955211,-0.004850397,0.00495478,-0.004850479,0.004957354,-0.004854303,,,,
-4.73E-06,-4.94E-05,-4.47E-05,0.999995275,0.999950565,0.99995529,0.009804314,0.00980436,0.009804798,0.004951798,-0.004852515,0.004950677,-0.004853683,0.004949999,-0.004854799,,,,
-0.000211765,-8.66E-05,0.000125242,0.999788235,0.99991345,1.000125242,0.009794297,0.009796372,0.009795145,0.00495012,-0.004844178,0.004951172,-0.0048452,0.004949102,-0.004846043,,,,
-0.001166286,-6.42E-05,0.001103362,0.998833714,0.999935789,1.001103362,0.009793366,0.009804801,0.009793995,0.004952573,-0.004840793,0.004952337,-0.004852465,0.004950463,-0.004843532,,,,
-0.000367198,-4.12E-05,0.000326138,0.999632802,0.99995882,1.000326138,0.009798826,0.009802425,0.009799229,0.004950795,-0.004848031,0.004953603,-0.004848822,0.004949109,-0.00485012,,,,
-1.03E-05,-0.001177023,-0.001166706,0.999989671,0.998822977,0.998833294,0.009802206,0.009802307,0.009813757,0.004951628,-0.004850578,0.004950437,-0.004851871,0.00494919,-0.004864567,,,,
-0.000152256,-0.000539717,-0.00038752,0.999847744,0.999460283,0.99961248,0.00980121,0.009802703,0.009806503,0.004948176,-0.004853034,0.004947742,-0.004854961,0.004946253,-0.00486025,,,,
-2.01E-05,7.32E-05,9.32E-05,0.999979948,1.000073151,1.000093205,0.009803315,0.009803512,0.009802598,0.004950385,-0.00485293,0.00495135,-0.004852162,0.004948479,-0.004854118,,,,
